,0
0,34.742817
1,35.96036
2,32.72109
3,33.271416
4,30.166107
5,37.451363
6,25.610289
7,34.971066
8,34.446358
9,37.396595
10,35.96577
11,47.137917
12,44.120785
13,5.957302
14,7.5428643
15,36.24808
16,23.255348
17,26.681767
18,27.432398
19,42.82564
20,8.219424
21,11.349014
22,10.212585
23,8.520968
24,6.487264
25,39.744812
26,21.951176
27,13.348002
28,5.8676867
29,33.233994
30,20.907047
31,25.696436
32,18.631258
33,9.549691
34,4.6235456
35,10.69387
36,5.194828
37,8.8212595
38,4.9471927
39,8.117875
40,22.705702
41,15.202109
42,7.4925566
43,3.456097
44,12.044149
45,16.11427
46,10.492877
47,5.7295613
48,13.166418
49,30.663328
50,14.403072
51,11.92542
52,17.63417
53,14.337405
54,16.306255
55,12.308612
56,29.557726
57,7.7431555
58,5.886774
59,8.98364
60,23.108288
61,10.939848
62,45.124245
63,37.776134
64,9.062527
65,18.270638
66,12.85554
67,30.36326
68,26.236767
69,36.957397
70,24.86528
71,31.271093
72,33.607307
73,17.924576
74,19.164093
75,26.146084
76,18.561956
77,10.892175
78,45.202335
79,8.327051
80,39.182068
81,43.208897
82,19.950167
83,23.17859
84,22.807373
85,15.304247
86,25.368082
87,19.295925
88,39.73695
89,31.041466
90,30.351969
91,8.823361
92,26.185993
93,37.20256
94,19.808813
95,39.067036
96,20.424189
97,6.180932
98,35.540596
99,30.864815
100,59.230152
101,8.163508
102,57.26177
103,13.69347
104,56.985996
105,66.45298
106,50.309837
107,28.480616
108,16.506182
109,30.121965
110,21.437246
111,18.487497
112,4.3334723
113,8.996718
114,20.613106
115,10.7023535
116,12.56296
117,8.007693
118,8.550476
119,9.455641
120,13.641405
121,11.729217
122,8.0944195
123,8.99952
124,6.954899
125,15.813948
126,17.64978
127,25.567745
128,20.005102
129,9.916378
130,12.274972
131,14.882103
132,7.6278777
133,12.137429
134,4.1677775
135,24.331253
136,16.149145
137,13.125487
138,8.150373
139,19.289112
140,2.7227488
141,15.45425
142,24.999044
143,5.7899513
144,14.068247
145,18.300457
146,2.4523537
147,9.907785
148,21.67775
149,4.752713
150,26.634851
151,13.956776
152,23.791994
153,23.35049
154,7.614797
155,10.095375
156,3.587166
157,4.1376
158,8.29168
159,18.505005
160,4.343505
161,5.4248867
162,18.093523
163,9.805162
164,10.693563
165,27.213459
166,5.5497274
167,9.8074875
168,8.077989
169,11.359737
170,5.319054
171,9.885132
172,17.257847
173,20.015203
174,29.813934
175,32.68583
176,10.78864
177,13.702085
178,11.031681
179,11.897986
180,24.506674
181,15.60644
182,4.435868
183,17.70696
184,17.907768
185,40.855824
186,24.109465
187,22.582342
188,32.58698
189,15.414773
190,14.201913
191,67.08484
192,33.091896
193,34.61813
194,27.991665
195,12.947009
196,46.533016
197,33.04787
198,74.00682
199,9.363112
200,30.33016
201,24.947899
202,40.56246
203,47.17407
204,5.5909667
205,30.70363
206,17.325346
207,19.13947
208,17.652313
209,23.872211
210,25.567284
211,8.687041
212,19.063765
213,12.4809475
214,4.928589
215,35.234848
216,43.21781
217,16.164392
218,6.1852803
219,23.049753
220,11.365243
221,15.799078
222,5.359904
223,14.976625
224,6.9316854
225,7.1188293
226,21.340744
227,8.702683
228,13.684579
229,3.4044962
230,10.641249
231,18.133024
232,34.826073
233,14.436311
234,14.5099535
235,3.2079132
236,12.007359
237,6.6588345
238,7.330862
239,17.333931
240,8.92118
241,19.359661
242,39.661324
243,14.194688
244,24.51982
245,15.318719
246,40.31666
247,13.634488
248,16.427193
249,10.435134
250,13.59402
251,29.84215
252,29.907064
253,29.24639
254,39.210964
255,42.35403
256,51.767246
257,22.780293
258,12.130893
259,5.539622
260,37.412773
261,15.888594
262,114.94773
263,75.2992
264,22.93362
265,48.309387
266,21.91837
267,48.537434
268,32.415375
269,25.611437
270,5.330219
271,8.063348
272,2.6108916
273,8.253741
274,8.049771
275,16.74109
276,10.342513
277,22.935446
278,5.5328794
279,10.051006
280,13.392994
281,4.1323123
282,12.559004
283,12.6239805
284,9.365406
285,15.290308
286,19.281063
287,29.31824
288,12.385567
289,2.3754356
290,14.795985
291,2.2733054
292,23.666447
293,26.138376
294,23.64225
295,20.519918
296,16.430574
297,29.984123
298,15.410675
299,38.87743
300,23.683525
301,20.80527
302,16.671555
303,24.974998
304,15.236161
305,34.79712
306,12.914666
