,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
0,585.12946,676.6662,691.589,669.91406,557.39856,450.18335,451.01096,458.1963,435.06876,318.68594,242.4917,289.76266,281.16403,235.63976,222.66846,172.62529,131.92819,140.08752,137.49602,121.38843,99.760445,140.41902,157.02815,115.823425,93.229645,82.69065,49.747307,54.266624,55.10121,42.28052,16.678238,14.542065,18.620087,24.229853,28.89815,29.384373,26.557005,25.311264,44.579807,48.57488,43.802822,31.365438,20.53292,12.53149,16.54451,15.793689,13.718472,13.020226,20.743797,29.385483,35.613976,47.546112,51.175438,54.089718,63.484734,72.23448,76.40172,80.889626,89.22828,97.71358,96.661545,95.70473,90.33808,86.57941,74.5062,44.580223,23.902376,0.5971396,-11.292667,-12.253304,-13.104171,-13.139826,-13.139826,-13.139826,-13.139826,-13.139826,-12.375183,-11.680551,-2.32456,20.909468,40.442627,70.34415,85.62492,89.45238,95.18357,96.41985,98.02119,91.06043,81.96382,77.248405,72.486984,65.86777,55.083797,51.130657,49.025845,37.30446,30.207867,22.470528,13.639637,13.423344,15.124241,17.183578,12.467429,18.952438,28.960913,42.243084,48.684036,46.071606,28.107914,26.00403,28.978527,29.426102,24.820013,19.804373,14.748322,14.493647,37.599564,54.452156,54.962067,47.31681,78.591354,92.10708,106.84214,153.8362,147.48627,97.20804,117.7355,135.96193,141.2789,131.79697,159.02429,218.21321,234.26884,273.23907,293.46075,245.62718,293.77905,424.7291,456.94916,454.8189,431.56265,538.1927,658.8646,691.4079,681.2674,609.94745
1,97.4617,115.97453,101.353165,91.46525,105.81598,105.81923,113.45717,118.66983,120.2613,98.211464,69.30148,100.50017,97.469055,78.6192,73.315414,47.55314,35.443325,52.660088,54.55878,52.23506,33.283043,76.184494,92.833984,65.9725,46.28607,38.671654,15.014513,21.946121,25.974598,28.312494,8.84149,3.4513028,13.002466,16.206253,16.97623,17.902498,16.216696,11.267693,22.727438,25.372055,13.71217,8.349238,5.320822,1.7461567,1.2392284,1.9641387,3.7390342,3.210894,2.54283,2.1407914,3.4072,11.469749,13.877644,6.7125564,0.33854502,0.36443973,-2.7906833,-2.6854224,-0.45539027,0.7911473,2.087742,2.4238908,3.7459936,1.5799861,2.8901691,5.2232113,12.756313,17.066837,2.6092496,1.2536371,0.050419483,0.0,0.0,0.0,0.0,0.0,1.0812864,2.0619812,14.751675,14.469935,6.2812386,3.3323202,1.0780503,3.787449,2.6047597,2.139185,1.0236113,-0.15916216,-2.2717443,-3.222652,-0.21334001,0.51030916,5.232484,12.960373,12.668291,4.5472,1.7836554,2.6906629,2.9912791,3.7646513,2.3312979,1.2038105,1.6953866,4.484825,7.829182,11.985932,24.583235,23.716484,12.693049,15.68349,17.800318,17.0253,16.115793,14.1189575,4.9372106,4.7940297,26.980373,26.686417,22.792408,12.876241,36.518127,44.94403,58.465363,91.47557,82.180534,30.946987,50.14594,55.17521,53.905968,38.684612,39.244476,70.948654,78.794304,94.2207,102.12085,73.367966,90.762314,119.154686,119.52231,114.44153,104.4596,110.44685,91.95305,97.94305,116.09201,102.78572
2,-4.3235292,-17.22433,-17.458979,-18.309994,-22.228235,-13.890209,-16.221697,-13.804773,-8.555174,11.933735,25.34965,26.952457,28.01503,30.180923,33.25048,32.154587,37.986492,31.017586,23.335537,35.818085,31.418152,54.75882,56.955353,50.84436,43.615986,40.156563,19.060982,23.940231,25.450445,25.59922,10.775711,6.9235163,13.692596,19.152018,24.367685,22.99862,19.848057,16.185688,25.371368,28.034445,19.10534,14.183039,11.034885,7.7786922,7.9071784,8.153672,5.4725895,4.820904,5.5106897,4.9042635,9.553952,19.552238,25.151447,20.260452,14.643946,9.888107,7.957708,4.0145617,2.9973545,5.7401924,6.328635,6.854371,14.34535,10.03015,5.1273565,10.509373,18.546936,15.772884,2.600216,1.2533538,0.05040809,0.0,0.0,0.0,0.0,0.0,1.0810422,2.0567746,14.016895,18.78038,12.54027,5.0758495,8.623444,14.76408,8.091217,5.9345675,6.1397586,3.5701118,3.1330194,7.5189176,9.156635,14.098666,18.98944,24.817696,21.228418,10.778397,4.9745417,5.7237043,4.824951,5.284127,7.820966,8.064891,7.8436317,10.333019,13.672409,17.562244,27.491417,25.974154,17.58466,19.254152,22.497341,24.23605,20.259306,14.674617,8.143205,7.452672,24.746147,25.596254,24.3768,16.811684,38.354736,43.35766,48.2929,56.552666,56.130356,30.842018,37.528828,24.630562,28.554264,39.52796,30.63145,33.431953,30.54499,28.489277,26.735165,26.659027,19.23108,-7.4085073,-12.668544,-17.032879,-9.361269,-23.703749,-18.422108,-17.534859,-18.070484,-7.182871
3,7.2014747,16.18062,16.661205,16.29171,15.805941,11.48453,6.676194,12.035761,13.795699,4.533089,5.8277082,6.469076,5.0818996,7.922578,16.271778,21.316132,33.91896,18.558247,2.5915263,18.733513,24.002527,32.22715,31.90982,34.218277,33.718487,36.13359,19.940153,19.527899,22.791077,23.789528,10.307672,2.2810621,12.608621,20.879034,24.261488,26.853703,23.43028,12.854622,28.206184,32.130764,24.959686,19.65054,13.875135,11.033907,11.383936,11.368211,6.1330147,6.2853928,5.4111233,5.709594,12.134853,15.8068495,20.087486,20.531826,23.408554,18.394611,12.881101,5.4342413,5.3463354,7.4903913,5.8124704,5.0474463,11.823605,11.080959,6.5144167,13.183691,24.944809,16.133518,2.5853229,1.2528819,0.05038911,0.0,0.0,0.0,0.0,0.0,1.0806351,2.048193,13.487045,24.805492,15.766721,6.3022003,10.297611,12.43173,6.0357513,5.0422425,7.6130204,5.925686,4.69463,11.856554,17.08868,23.509323,20.508226,20.563337,16.503498,12.476223,6.4580135,5.3333387,6.1871395,5.994711,10.649445,11.693804,10.867046,13.411754,18.359394,23.938519,31.285517,29.997501,14.278404,22.00733,26.812134,24.747583,21.575176,14.475902,3.1923985,6.443453,23.221817,23.21767,19.977968,16.983961,35.26435,34.754517,33.404762,32.38183,31.955196,24.1292,22.250248,3.3869076,14.215473,35.01571,22.17168,17.256565,9.174309,4.6404743,6.5651355,5.9259143,3.7934575,13.051759,12.925829,7.3136883,8.940603,15.854593,16.245186,16.56489,16.919027,9.090178
4,2.7353396,-3.51674,-2.0518785,-1.2941248,-0.6102595,2.1023462,2.0378075,-0.4910979,-1.0916251,4.737198,1.757378,-0.6630406,0.2761833,6.9915695,8.595284,11.504075,18.580029,16.783405,10.538959,11.813488,15.115965,18.145733,17.94669,17.270973,22.521896,25.922993,13.226,10.309412,14.4325485,14.89003,7.9385586,2.7399273,11.296389,13.496687,13.453096,20.440748,23.788765,14.523389,22.9262,23.441446,17.504986,17.012741,12.675997,8.625492,9.4312525,11.705409,6.1692753,5.243438,8.133438,9.292778,12.127077,12.805689,20.53645,18.390625,13.035144,12.700197,11.943058,5.441434,6.4319983,6.322261,3.8088522,5.551292,12.211953,15.029692,14.418913,16.618755,19.611313,14.2962265,2.5648108,1.2522213,0.050362527,0.0,0.0,0.0,0.0,0.0,1.0800653,2.0363803,12.516467,19.203434,17.240778,14.27795,15.308939,12.653062,6.889464,3.3129125,5.915994,6.9542584,4.8581147,11.383527,12.476294,13.181201,16.692638,21.693218,13.506575,12.141592,9.560566,8.421152,5.7885323,5.505552,11.20693,10.273455,7.8448896,12.355143,16.356758,17.02791,22.539257,23.807987,15.350603,22.940063,21.960579,14.002717,13.503803,12.181584,3.521462,5.189746,14.702864,14.891484,10.77836,10.101879,25.365108,24.250456,16.9468,17.931118,17.861202,16.04003,12.438329,10.33016,15.379536,19.805637,11.686817,9.356122,7.1285696,1.1259804,-0.907214,1.13753,3.7219758,-0.47406685,-0.9125366,1.569672,2.8467598,-0.12558638,-1.2893851,-1.7350901,-3.9954326,1.720793
5,5.4011426,10.01878,5.966039,3.5451596,1.2255101,0.030129038,6.0158157,9.230633,9.544012,5.2252684,4.3424807,1.8719997,4.335314,7.873911,6.27547,7.6834455,10.305687,16.826035,20.766003,7.391183,4.71299,6.27653,4.936154,4.397444,11.553887,16.659264,5.916918,2.0491183,7.5585523,10.093519,7.4575777,3.0498927,8.331278,8.496173,11.131428,13.312084,10.3914795,4.988069,15.664648,15.953981,9.091543,6.990293,7.5674505,5.658646,6.834136,6.289424,4.6158013,5.5012584,5.1515374,7.8471785,12.158199,14.713116,17.023092,12.137837,7.201109,8.412177,9.857945,7.15976,3.3120763,4.3814144,6.5131884,6.3712683,2.9686,6.0629864,8.4388685,12.008734,14.958532,12.064063,2.5390108,1.2513721,0.05032839,0.0,0.0,0.0,0.0,0.0,1.0793328,2.0215337,11.392075,14.753479,12.620884,8.591684,6.9420757,2.5395875,6.258662,6.475359,4.694527,3.3577523,6.204405,10.000271,8.516971,7.5383806,10.405285,17.286175,14.973188,12.930157,8.166857,5.439934,5.5622344,4.8023057,5.8101406,7.069537,5.2892094,7.7428064,7.0898833,8.122774,14.960603,16.595877,6.347665,9.712843,13.18005,11.665586,8.466688,8.767303,3.587631,5.491043,10.154813,8.612005,2.324859,3.3230348,15.965664,13.983719,3.9761941,4.9771805,5.851385,5.8531504,4.9176536,19.766079,18.05483,10.652819,7.7195177,6.8088474,7.175511,5.013153,2.1849687,2.4320455,5.953763,9.025701,9.614105,6.528425,1.0027878,0.3570023,3.4568412,5.182971,10.194868,6.332552
6,3.7984552,1.0436203,3.8369818,4.3376217,4.804455,3.36017,-2.9278493,-2.2105646,-0.5320841,6.057571,6.8705153,1.2072341,2.5313764,8.940657,9.212379,6.585592,7.7723837,14.855938,19.541603,5.849168,2.462706,6.4206114,7.100557,4.0894423,6.201559,11.405402,6.097081,-1.0568789,5.2540884,13.089766,9.8951235,7.1279135,8.505253,7.771538,14.331122,11.645762,12.695913,7.6394176,19.29136,14.663755,6.352275,8.056601,7.862836,7.071542,9.665678,6.2991514,5.3222437,6.358407,5.4021587,7.9129252,11.085644,15.485068,12.61021,11.43429,6.351842,6.29132,5.9222946,5.2062454,4.489065,2.4193618,-1.9953454,-1.7585429,-1.6303527,5.0160875,11.654743,17.156084,17.651152,11.761854,2.5083382,1.2503344,0.050286654,0.0,0.0,0.0,0.0,0.0,1.0784378,2.0038996,10.724997,16.880035,17.79078,12.316317,6.5047364,-1.1000391,-1.6734768,-2.4033463,1.6179588,4.487524,5.1224775,5.654215,6.4385595,5.9781957,10.604967,12.671577,14.947903,12.636631,7.772692,5.8763347,5.9860578,5.835779,5.599285,9.377179,7.6878624,7.381066,8.6143,5.9922414,12.842976,19.700089,9.282547,12.193634,11.694262,14.4517565,8.5067215,8.229937,7.6384573,8.441572,13.130602,7.3117914,-1.2857959,4.0262604,11.277292,7.9758916,3.0593596,6.7687263,6.8491907,3.4827838,3.5466144,18.294167,16.300999,7.5776215,6.497635,9.150062,9.091463,3.2510452,1.2424092,4.3941855,8.522052,-0.027821697,-1.9235911,-3.1015215,1.4852961,5.1965456,4.34516,4.1194763,0.9446541,3.5149078
7,2.717461,4.3835454,1.0038248,-0.5813417,-0.7268299,1.017227,1.805563,1.6273516,0.745106,-1.9426587,2.204211,1.1221966,1.0927507,5.2255855,7.668001,6.3170824,2.9346747,4.98621,5.6581025,2.2972436,3.6198463,1.8364127,2.663344,5.933827,7.4902163,4.8856034,3.570512,3.400436,7.731775,11.035497,7.568007,4.377228,11.615715,12.287492,11.022863,10.911486,14.27674,13.329082,21.232224,19.8415,18.374916,15.253649,7.718353,8.23842,7.401511,6.376398,7.2128434,6.5572386,6.5323334,9.957605,5.429059,6.2985506,10.067862,14.035196,9.221847,5.6798882,4.4166374,5.488567,7.445131,4.4182405,-0.05477065,1.0271866,3.7823617,10.019457,13.436539,12.992617,13.441349,11.171478,2.4732852,1.2491086,0.05023735,0.0,0.0,0.0,0.0,0.0,1.0773804,1.9837714,9.91374,13.46512,13.470345,13.170364,11.146916,4.756405,1.1241739,0.0071923733,3.251608,7.6215634,5.7960453,4.5331373,5.2670393,8.082538,13.942723,11.013405,6.63722,5.466008,9.259024,7.5026693,6.0415516,7.491151,6.2486525,7.2607136,8.517642,7.3035927,13.986478,18.077179,19.643509,21.30159,14.768023,14.261757,11.409773,11.024288,11.834183,12.675093,4.818635,6.265444,10.964834,8.79338,3.5237436,3.2110658,4.326986,7.4065886,5.950788,3.1257267,1.7141623,3.7317228,2.6437144,4.632093,5.45992,2.3959923,5.8037224,8.096067,5.414709,1.6348666,0.786619,3.221866,-2.619819,0.4454528,1.5007794,1.8653969,1.6227386,-0.884422,-0.57063514,0.45992222,4.402833,2.8333619
8,1.5822645,0.23757055,2.4138188,2.5393996,2.460333,0.355134,-3.2572293,-0.062064778,3.1894119,1.4942179,0.7280257,8.366153,6.451106,-0.050640464,2.2091644,5.954851,0.8713847,2.292909,9.460409,4.7724166,2.543757,2.5834107,3.0276518,2.5042367,2.6519628,1.8010566,1.8727764,6.422956,8.762049,8.928058,4.5087523,-2.1833088,8.242088,14.223073,10.772181,9.490549,9.778764,7.2543783,13.734411,18.870853,18.115143,9.507605,1.5931334,5.8745747,6.8050385,9.077177,7.6794386,4.231375,2.3908038,6.7950583,5.4115973,6.9156723,12.7957325,13.924013,11.743363,8.58581,3.1648054,4.6118484,4.4663153,0.24207425,2.2217433,2.935464,4.428076,6.7190075,8.117294,10.1495495,11.341951,8.721483,2.434411,1.2476944,0.05018046,0.0,0.0,0.0,0.0,0.0,1.0761608,1.9614815,8.617628,11.1246605,10.855708,8.107693,7.222057,4.770399,3.0470612,2.5978703,0.1326856,3.8198261,4.9728622,3.1744452,7.35193,11.337791,13.663084,13.391063,7.724449,5.404313,6.5130954,3.225779,3.306244,7.3952103,9.028267,7.422194,6.4428635,1.6385123,7.5117903,16.913258,19.586445,14.510679,7.864204,9.572277,9.318338,10.500719,14.096138,10.098845,-1.8507501,2.6157346,8.810055,9.000166,6.7670145,2.1731365,1.502919,2.5054603,2.0997207,3.0450773,2.705748,2.636526,4.406393,8.995706,3.5690408,0.33350283,5.8654027,3.0102658,-0.18173862,5.5507336,8.427912,3.8337164,-0.71203417,3.3859715,0.7896975,-3.21249,-0.75523233,2.4381018,2.5475976,2.5482693,0.23812349,1.1796815
9,3.120172,4.1066933,1.1697431,-0.19666365,-0.37783343,0.8911526,4.295941,2.8969612,0.67966807,1.7524254,2.9986045,9.621236,8.351585,0.51862276,0.33918276,-1.6003269,1.2491372,0.11778556,7.1048937,4.7649775,5.637283,5.506579,5.7045264,1.8897108,-1.4702429,2.0498257,7.7771125,6.4682264,6.680199,3.1520143,2.719983,2.678821,5.402572,5.4839754,2.8423066,4.440961,5.269236,3.2916758,13.716955,14.580684,13.3067255,11.673414,5.983784,5.2009583,5.894047,7.2826366,5.9051847,5.5768557,1.7843721,1.0531045,9.489098,7.154587,5.2441597,6.640273,6.401931,5.9755487,6.3230915,10.101168,7.4659224,1.23598,3.7876592,8.485706,5.563012,3.4035425,6.010503,8.802893,6.5962453,7.8687167,2.3923345,1.2460924,0.050116047,0.0,0.0,0.0,0.0,0.0,1.074779,1.937397,7.884394,6.208227,9.092625,6.1267204,4.115638,4.4664097,8.600666,4.8519516,0.9586283,6.503372,10.099619,7.3428955,5.247451,6.972604,6.3873467,5.428873,6.308391,9.921365,2.1078181,0.7824362,5.1657043,5.989393,7.1514587,6.401147,5.2020035,5.3267183,10.456728,13.141657,14.214604,14.596839,4.7122526,4.821116,4.535557,3.128336,5.0431414,5.4745703,3.051683,2.4997659,2.5092192,6.339636,6.441699,7.284615,3.4646454,-1.6663446,0.6886497,5.450619,5.617566,5.75898,5.0108743,6.8035383,1.1683307,1.3149791,-1.4611298,-0.102656126,0.5957072,7.356432,9.8135605,4.8403068,2.7805414,0.52948195,2.3679554,4.341196,1.6361625,-0.36413097,-0.19641836,0.7124682,4.0666356,3.4517536
