,0
559,2.0329056795505104e-12
560,4.9444583499246114e-12
561,2.6485376466709912e-12
562,1.5674414291759328e-11
563,2.086666098960549e-11
564,2.7605558803540523e-12
565,6.558250484326651e-12
566,3.0199528022698012e-12
567,3.274234867543795e-12
568,6.031590898863497e-12
569,7.259331894671681e-12
570,5.536947486780508e-12
571,4.307623723223924e-12
572,4.576018281785423e-12
573,1.8585175138643583e-12
574,1.0101768246568962e-12
575,5.91882372855719e-12
576,6.812221596094812e-12
577,8.919051115286611e-12
578,3.780933122714488e-12
579,8.154384843026937e-12
580,1.1386090775380042e-12
581,8.511967727584213e-12
582,7.896308469819488e-12
583,1.882698596240474e-11
584,8.304715806484314e-12
585,7.467354052102133e-12
586,1.696180366439133e-11
587,1.0512797814190984e-11
588,9.919067983308207e-12
589,1.5957134247869345e-11
590,6.176880035925554e-12
591,2.5104343238990614e-11
592,2.9652512611646915e-11
593,2.993362839937992e-11
594,1.4305245927060924e-11
595,1.838048427736799e-11
596,2.218945545410232e-11
597,2.8307589893201385e-11
598,3.8455174245465163e-11
599,7.259589702530217e-11
600,3999.999999999999
601,7.94340157529891e-11
602,4.276420887134789e-11
603,2.491466352286501e-11
604,2.8384778474873195e-11
605,1.6405268065738286e-11
606,1.7218405196746198e-11
607,3.257521675447627e-11
608,2.981746215978815e-11
609,2.7221365916201803e-11
610,1.1972031699062938e-11
611,1.0073663362099402e-11
612,2.580669386132321e-11
613,1.2230255947519523e-11
614,1.338774535354718e-11
615,2.071315840759644e-11
616,1.1372694498877792e-11
617,1.3007601672764916e-11
618,8.251528085090469e-12
619,1.2635988933393715e-11
620,9.57887844082956e-12
621,7.944975352910482e-12
622,1.159229320250542e-11
623,1.871983698039006e-11
624,8.383628508198885e-12
625,1.3035334960057097e-11
626,1.6417778513726022e-11
627,1.2605651051834379e-11
628,1.0455459755601058e-11
629,7.598709576371489e-12
630,6.29186611680588e-12
631,6.163775275784809e-12
632,1.836791182026314e-12
633,5.070803388916666e-12
634,7.903338540774737e-12
635,2.954872470146406e-12
636,3.5984624645992125e-12
637,2.548806497897422e-12
638,5.983979726643563e-12
639,2.9218137444780886e-12
640,2.229657998626392e-12
641,5.677024359811069e-13
642,2.3504677762419977e-12
643,3.9383044394327814e-12
644,2.0191574360124023e-12
645,3.074250850010853e-12
646,5.338653170072268e-12
647,7.540443446670992e-12
648,8.31158506657326e-12
649,6.464194102039465e-12
650,4.9389575876490525e-12
651,2.054205213467798e-12
652,4.0216826535635205e-12
653,6.383163684211142e-12
654,1.6714119989105514e-12
655,4.44265766203093e-12
656,3.957579195283223e-12
657,2.8906209264192414e-12
658,2.5713482321897975e-12
659,5.179386415797034e-12
660,1.9784018531840326e-12
661,6.281534424721703e-12
662,2.0925597982016965e-11
663,8.868972487300468e-12
664,2.3217141330364006e-11
665,3.37004792703853e-11
666,2.3618210627119898e-11
667,5.886189318813892e-12
668,5.4903220934275076e-12
669,1.5415540979042944e-11
670,9.670850247138466e-12
671,1.3473331070878107e-11
672,3.275686128246645e-12
673,3.344987740560912e-12
674,1.016985608261547e-11
675,9.260144561861941e-12
676,6.733570278778174e-12
677,7.921375619863475e-12
678,3.797045326489485e-12
679,2.872599729868828e-12
680,2.5816796864167567e-12
681,3.0233408749216436e-12
682,5.4517430709020375e-12
683,5.187658345475985e-13
684,3.167962833848756e-12
685,4.0473811867687884e-12
686,3.1253126460524833e-12
687,3.5749846221316927e-12
688,1.0860259617124883e-11
689,6.235799271964475e-12
690,3.9142980245272255e-12
691,1.700726080188896e-12
692,2.593074841704434e-12
693,1.5790344645356813e-12
694,5.914704062241054e-12
695,6.39192303310219e-12
696,1.6424827469676616e-12
697,4.5024100426741694e-12
698,4.772064735618628e-12
699,5.003255244104897e-12
700,1.351572527352174e-11
701,2.077173122363047e-12
702,7.172132079854298e-12
703,1.2690061673317768e-11
704,7.217409187358399e-12
705,1.152255867296055e-11
706,9.187634632428597e-12
707,6.565784839011054e-12
708,9.112228177021448e-12
709,3.0947913772287376e-12
710,1.8267314963568388e-12
711,5.158639698361416e-12
712,9.234334175861851e-12
713,8.587956956079843e-12
714,2.8961516782580767e-12
715,2.7219193091026042e-12
716,1.8922881887495387e-12
717,1.4033227876567224e-12
718,2.0118420873271706e-12
719,2.93792626747211e-12
720,7.524783502538587e-12
721,3.55700322133866e-12
722,7.413653727599934e-12
723,1.5239714189286745e-11
724,1.4004596101923767e-11
725,1.633066203636605e-11
726,8.518003522544647e-12
727,7.746799928734345e-12
728,6.562204003599681e-12
729,5.518379345587661e-13
730,5.8098140174866496e-12
731,1.0299555555819507e-12
732,1.444219369134503e-12
733,4.384421081197083e-12
734,8.290399229301032e-13
735,3.6105790541131863e-12
736,1.4973170652230677e-12
737,7.090308828871563e-12
738,8.1917488283536e-12
739,1.920361957141081e-12
740,2.539775129471408e-12
741,2.7978079509148527e-12
742,5.804879746761557e-12
743,2.2124319143459226e-12
744,5.889940768215797e-12
745,1.9449902292734755e-12
746,1.7052578649562265e-12
747,4.631641463181501e-12
748,4.937174118097922e-12
749,3.4914931699261173e-12
750,2.961493792331542e-12
751,5.971404319893272e-12
752,3.05161635774514e-12
753,4.9817595690079785e-12
754,4.23080205392277e-12
755,4.013441204263657e-12
756,8.803655491348896e-12
757,9.0255274365541e-12
758,7.850853949119569e-12
759,6.914398430343845e-12
760,1.2315681148312848e-11
761,5.438087881689363e-12
762,6.37286063001602e-12
763,1.7092084615150374e-12
764,7.803357967192734e-12
765,1.3309572766092769e-11
766,7.50798471110326e-12
767,4.37172988152171e-12
768,4.107665369503074e-12
769,2.875177716448348e-12
770,1.9274514425381865e-12
771,2.183375756733867e-12
772,3.3791357953260156e-12
773,5.9834869555887746e-12
774,4.433908075163444e-12
775,2.3108959161095604e-12
776,5.038855347431136e-12
777,1.2555902270612067e-12
778,4.456135274558808e-12
779,9.256390959836191e-14
780,8.505643765762637e-13
781,8.231281484815982e-13
782,2.934789352517074e-12
783,3.2820989094112827e-12
784,1.0566984446793823e-12
785,6.60878778851401e-12
786,1.2231504604224314e-12
787,1.3353593639616282e-11
788,2.3634936791441272e-11
789,1.8775577369234867e-11
790,1.2140622208216642e-11
791,7.067127860603127e-12
792,4.5514185372239325e-12
793,4.884469385451456e-12
794,1.2088251295820628e-12
795,4.420310153150095e-12
796,4.110632356394721e-12
797,1.9972737864151153e-12
798,1.3849460343173612e-12
799,1.178536355738242e-12
800,5.883718565105431e-12
801,2.0592576713659295e-12
802,1.3944011794222631e-12
803,1.1425394097954837e-12
804,3.0274954297709806e-12
805,1.7446996532568236e-12
806,1.1116905410852e-12
807,4.010829654108981e-12
808,6.1964166950752935e-12
809,3.646408416145457e-12
810,4.584908756572117e-12
811,1.063678278456902e-12
812,2.4318896100746005e-12
813,3.294630643601171e-12
814,3.064733855111623e-12
815,4.61111515523049e-12
816,4.007570599041281e-12
817,2.490416773524955e-12
818,2.9860979487104444e-12
819,2.9256073487974096e-12
820,1.2515220963485094e-12
821,4.8268919507437446e-12
822,2.8804221467310315e-12
823,1.0667675547620887e-11
824,7.5379265236092e-12
825,1.76181174129415e-11
826,8.409177431167938e-12
827,2.4059140446820232e-12
828,1.3626153618001466e-11
829,1.6994197135486915e-11
830,1.1623715592369571e-11
831,1.3965419567094499e-11
832,8.796755735725203e-12
833,2.6299274237951682e-12
834,4.880236237289656e-12
835,2.0408755768916425e-12
836,2.180336149018852e-12
837,5.857126312610378e-12
838,3.747501661450326e-12
839,2.5928487603358353e-12
840,2.8834176067664223e-12
841,2.234942103820749e-12
842,1.045195549162153e-12
843,1.1240523698014629e-12
844,1.2534050087359794e-12
845,1.5097205789162748e-12
846,1.9629022995662897e-12
847,3.987834425574195e-12
848,3.900844352881213e-12
849,3.692500921240465e-12
850,6.887054652428295e-12
851,3.2574440374161884e-12
852,4.334845994238988e-12
853,3.1072821084011226e-12
854,2.954917168094866e-12
855,2.0212623229168926e-12
856,3.731945389747662e-12
857,6.9091336218196595e-12
858,1.5596356721142562e-11
859,8.120904733752593e-12
860,1.7540644720591698e-12
861,3.956065387869143e-12
862,1.0232136210386878e-11
863,2.9987621871528056e-12
864,2.423853739443241e-12
865,3.91673088001015e-12
866,3.983790344607009e-12
867,2.846512974570623e-12
868,1.6583729152843006e-12
869,2.372426679755448e-12
870,2.1052986314337518e-12
871,6.616643569095123e-13
872,4.5465953035263846e-12
873,6.119925544496782e-12
874,4.8227738938182235e-12
875,1.0907566666022831e-11
876,2.0269250145418793e-11
877,2.6733940823459076e-11
878,2.090613662477538e-11
879,3.3745380182267438e-12
880,6.40964418276458e-12
881,3.96478739616059e-12
882,4.344799664265444e-12
883,2.3522102125841097e-12
884,4.465765292229434e-12
885,5.239379976494298e-12
886,2.5434022088258567e-12
887,1.9845734159451493e-12
888,2.470961350010186e-12
889,8.004421117287297e-12
890,7.869643711255287e-12
891,2.5203383361590514e-12
892,1.2261992976338823e-12
893,3.5613801461910914e-12
894,3.796685515169595e-12
895,2.645636540939193e-12
896,6.6721918869535514e-12
897,4.971416817112935e-12
898,3.856600245172266e-12
899,2.732707208014578e-13
900,5.1946233174782385e-12
901,5.221358884576544e-12
902,2.817726644141822e-12
903,7.719488697254375e-12
904,8.531461867939858e-12
905,7.979779727577714e-12
906,5.417609146605788e-12
907,2.0884303837468655e-12
908,3.3349978756207847e-12
909,6.005085113506092e-13
910,4.310452658832804e-12
911,6.744099849461219e-12
912,1.7861196858297072e-11
913,1.625407650108874e-11
914,1.6176950144700528e-12
915,8.202113679789773e-12
916,1.865362386885707e-12
917,5.016835581163943e-12
918,2.7743456802769956e-12
919,5.195257905326039e-12
920,8.991886920329773e-12
921,5.2673507733998e-12
922,2.0011442292537227e-12
923,7.972599312543678e-12
924,1.0988466078419713e-11
925,9.566921144111132e-12
926,6.084028033814395e-12
927,1.2167132077509979e-11
928,2.3028548575981702e-11
929,1.781015626955065e-11
930,1.09918354102042e-11
931,1.0287843994739602e-11
932,3.723017445934169e-12
933,2.263902481440265e-12
934,1.4420504867642713e-12
935,8.956871426564586e-12
936,1.2144653064824273e-11
937,7.812150126865403e-12
938,2.868082520174009e-12
939,4.149671017427831e-12
940,3.829146576926924e-13
941,2.4493470808833574e-12
942,2.6188008258092765e-12
943,9.688948882323039e-12
944,1.1543497112506757e-11
945,3.800555869763516e-12
946,5.1360042679045214e-12
947,2.780447881762487e-12
948,2.2136455002037572e-12
949,4.650694878312843e-12
950,7.1555526430116785e-12
951,4.312004914429329e-12
952,1.0837335892353132e-11
953,8.661189000103666e-12
954,1.5020546189195973e-11
955,7.40681967797539e-12
956,7.471336015474604e-12
957,8.595217747379545e-12
958,3.892163975055464e-12
959,4.809657041755243e-12
960,5.020594086023226e-12
961,3.914431013912697e-13
962,2.889763583421737e-12
963,6.9530843824660686e-12
964,1.2071067935457891e-11
965,2.4563717726632396e-12
966,6.677219785152897e-12
967,4.753385829609914e-12
968,1.869807707486908e-12
969,5.504176174047172e-12
970,2.4224220856582526e-12
971,2.827185895227274e-12
972,3.0053525974838384e-12
973,4.299335254721885e-12
974,6.337715347956399e-12
975,6.960634972265646e-12
976,3.4638063791879442e-12
977,4.741535967387756e-12
978,5.924085939336294e-12
979,5.216806432289216e-12
980,4.703171949433383e-12
981,2.7398360925959212e-12
982,2.6673290658115933e-12
983,5.520538897872241e-12
984,4.889566793735298e-12
985,4.7889192512487666e-12
986,6.7416021808921124e-12
987,5.556945441372143e-12
988,4.922463968647342e-12
989,2.8169208153401486e-12
990,1.944861627286217e-12
991,3.904519852805899e-12
992,3.4573196287757154e-12
993,2.298533463482795e-12
994,4.59218952402024e-12
995,3.3312968969343422e-12
996,5.05310830820279e-12
997,3.945236765142165e-12
998,3.640751109931105e-12
999,1.7519324493826926e-12
1000,3.827281939273747e-12
1001,2.7911239633675036e-13
1002,3.998944312931865e-12
1003,3.946333467820764e-12
1004,2.09795870574732e-12
1005,2.005899048526825e-12
1006,1.4744253106670554e-11
1007,6.954577847586959e-12
1008,8.971226485354617e-12
1009,2.603440774322579e-12
1010,3.74257559849189e-12
1011,7.360627514118057e-12
1012,5.536093791979351e-12
1013,5.49916117364917e-12
1014,2.523170206283424e-12
1015,2.4452395947655384e-12
1016,2.8251394562728962e-12
1017,5.052800200389748e-12
1018,1.7623576932807122e-12
1019,2.5772961494011335e-12
1020,1.2684384630773082e-12
1021,4.3172631913731286e-12
1022,3.781405921619216e-12
1023,2.2252149869168397e-12
1024,9.492771647746742e-12
1025,6.382818297671591e-12
1026,3.2468225410269902e-12
1027,6.7071694819556686e-12
1028,3.3970721793825627e-12
1029,9.122237831491987e-12
1030,2.526288034787832e-11
1031,2.068892717074754e-11
1032,1.467342660024754e-11
1033,2.9205523903725065e-12
1034,4.319624878387476e-12
1035,2.9139645436535816e-12
1036,3.475915908714985e-12
1037,5.389353857940327e-12
1038,6.955756523677872e-12
1039,2.7715809498499196e-12
1040,3.851257594419384e-12
1041,2.7384382990212575e-12
